"brand","model","model_year","milage","fuel_type","engine","transmission","ext_col","int_col","accident","clean_title","price"
"Tesla","Model 3 Performance","2022","13,079 mi.","Other","455.0HP Electric Motor Electric Fuel System","A/T","Black","White","None reported","Yes",47000
"Toyota","4Runner SR5","2022","28,377 mi.","Gasoline","4.0L V6 24V MPFI DOHC","5-Speed Automatic","Silver","Gray","None reported","No",36999
"Subaru","Forester Base","2020","32,744 mi.","Gasoline","182.0HP 2.5L 4 Cylinder Engine Gasoline Fuel","CVT Transmission","Black","Gray","None reported","Yes",24000
"Porsche","Panamera 2","2012","54,000 mi.","Gasoline","300.0HP 3.6L V6 Cylinder Engine Gasoline Fuel","A/T","White","–","At least 1 accident or damage reported","Yes",26000
"Toyota","Tacoma PreRunner","2008","202,055 mi.","Gasoline","236.0HP 4.0L V6 Cylinder Engine Gasoline Fuel","A/T","Silver","Gray","At least 1 accident or damage reported","Yes",8500
"RAM","2500 Laramie","2019","65,000 mi.","Diesel","370.0HP 6.7L Straight 6 Cylinder Engine Diesel Fuel","6-Speed A/T","Black","Black","None reported","Yes",65000
"Kia","Sportage Nightfall","2022","9,686 mi.","Gasoline","2.4L I4 16V GDI DOHC","6-Speed Automatic","Hyper Red","Black","None reported","Yes",30990
"Cadillac","DTS Base","2010","49,620 mi.","Gasoline","275.0HP 4.6L 8 Cylinder Engine Gasoline Fuel","A/T","White","Gray","None reported","Yes",10499
"Toyota","Land Cruiser Base","1997","213,000 mi.","Gasoline","212.0HP 4.5L Straight 6 Cylinder Engine Gasoline Fuel","4-Speed A/T","White","Beige","None reported","Yes",26500
"Nissan","GT-R Premium","2020","16,010 mi.","Gasoline","565.0HP 3.8L V6 Cylinder Engine Gasoline Fuel","A/T","White","Black","None reported","Yes",114000
"Lexus","NX 350 F SPORT Handling","2023","820 mi.","Gasoline","2.4 Liter","8-SPEED AT","Black","Black","None reported","No",51998
"Audi","Q7 45 Premium Plus","2021","68,000 mi.","Gasoline","248.0HP 2.0L 4 Cylinder Engine Gasoline Fuel","8-Speed A/T","Blue","Black","None reported","Yes",36499
"Lexus","LX 470 Base","1999","82,000 mi.","Gasoline","230.0HP 4.7L 8 Cylinder Engine Gasoline Fuel","A/T","White","Beige","None reported","Yes",25000
"GMC","Terrain SLE","2022","27,352 mi.","Gasoline","1.5L I4 16V GDI DOHC Turbo","9-Speed Automatic","Summit White","Jet Black","None reported","No",27785
"Ford","Escape Limited","2012","129,000 mi.","Gasoline","171.0HP 2.5L 4 Cylinder Engine Gasoline Fuel","A/T","White","Gray","At least 1 accident or damage reported","Yes",7000
"Lexus","LS 460 L","2014","106,731 mi.","Gasoline","360.0HP 4.6L 8 Cylinder Engine Gasoline Fuel","8-Speed A/T","White","Beige","At least 1 accident or damage reported","Yes",30000
"Ford","Expedition Platinum","2019","34,672 mi.","Gasoline","400.0HP 3.5L V6 Cylinder Engine Gasoline Fuel","10-Speed A/T","White","White","None reported","Yes",45500
"Chevrolet","Malibu LTZ","2010","55,900 mi.","Gasoline","252.0HP 3.6L V6 Cylinder Engine Gasoline Fuel","Transmission w/Dual Shift Mode","Beige","Beige","None reported","Yes",8950
"Audi","RS 7 4.0T quattro","2023","3,158 mi.","Gasoline","4.0L V8 32V GDI DOHC Twin Turbo","1-Speed Automatic","Daytona Gray Pearl Effect","Black / Express Red","None reported","No",128900
"Audi","A5 2.0T Premium Plus","2015","82,000 mi.","Gasoline","220.0HP 2.0L 4 Cylinder Engine Gasoline Fuel","8-Speed A/T","White","Brown","None reported","Yes",17000
"Genesis","G70 2.0T","2023","4,785 mi.","Gasoline","2.0L I4 16V GDI DOHC Turbo","Automatic","Vik Black","Obsidian Black","None reported","Yes",42850
"Chevrolet","Trailblazer LS","2021","20,497 mi.","Gasoline","1.3L I3 12V GDI DOHC Turbo","9-Speed Automatic","Pacific Blue Metallic","Black","None reported","No",22999
"Scion","tC Base","2013","177,600 mi.","Gasoline","180.0HP 2.5L 4 Cylinder Engine Gasoline Fuel","6-Speed A/T","Silver","Black","At least 1 accident or damage reported","Yes",7100
"Lincoln","MKZ Hybrid Base","2014","78,568 mi.","Hybrid","188.0HP 2.0L 4 Cylinder Engine Gas/Electric Hybrid","A/T","Blue","Beige","None reported","Yes",15500
"Ford","Transit-350 XL","2018","95,000 mi.","E85 Flex Fuel","275.0HP 3.7L V6 Cylinder Engine Flex Fuel Capability","A/T","White","Gray","None reported","Yes",43000
"Porsche","911 GT2 RS","2018","4,529 mi.","Gasoline","3.8L H6 24V GDI DOHC Twin Turbo","7-Speed Automatic with Auto-Shift","Black","Black","None reported","Yes",417500
"Ford","Explorer Timberline","2021","25,240 mi.","Gasoline","2.3L I4 16V GDI DOHC Turbo","10-Speed Automatic","Gray","Ebony","At least 1 accident or damage reported","No",39951
"Volvo","XC90 3.2","2011","88,300 mi.","Gasoline","235.0HP 3.2L Straight 6 Cylinder Engine Gasoline Fuel","A/T","Blue","Beige","At least 1 accident or damage reported","Yes",11500
"Chevrolet","Avalanche LTZ","2013","98,000 mi.","E85 Flex Fuel","320.0HP 5.3L 8 Cylinder Engine Flex Fuel Capability","6-Speed A/T","Silver","Black","At least 1 accident or damage reported","Yes",27499
"Audi","TT RS 2.5T","2018","20,675 mi.","Gasoline","400.0HP 2.5L 5 Cylinder Engine Gasoline Fuel","Transmission w/Dual Shift Mode","Gray","Gray","None reported","Yes",76000
"Lincoln","Navigator L","2008","95,000 mi.","Gasoline","300.0HP 5.4L 8 Cylinder Engine Gasoline Fuel","A/T","Black","Black","None reported","Yes",10900
"Hyundai","Elantra GLS","2010","107,000 mi.","Gasoline","138.0HP 2.0L 4 Cylinder Engine Gasoline Fuel","4-Speed A/T","Blue","Blue","At least 1 accident or damage reported","Yes",6250
"Audi","SQ5 3.0T Premium Plus","2016","60,000 mi.","Gasoline","354.0HP 3.0L V6 Cylinder Engine Gasoline Fuel","Transmission w/Dual Shift Mode","Black","Black","At least 1 accident or damage reported","Yes",24700
"Mitsubishi","Lancer Evolution GSR","2012","33,000 mi.","Gasoline","291.0HP 2.0L 4 Cylinder Engine Gasoline Fuel","5-Speed M/T","Black","Black","None reported","Yes",34999
"Tesla","Model Y Performance","2023","500 mi.","Other","455.0HP Electric Motor Electric Fuel System","1-Speed A/T","Black","White","None reported","Yes",60000
"Mercedes-Benz","Maybach S S 600","2016","108,500 mi.","Gasoline","523.0HP 6.0L 12 Cylinder Engine Gasoline Fuel","7-Speed A/T","White","Beige","None reported","Yes",63500
"Nissan","GT-R Premium","2017","37,800 mi.","Gasoline","565.0HP 3.8L V6 Cylinder Engine Gasoline Fuel","Transmission w/Dual Shift Mode","Orange","Orange","None reported","Yes",149500
"Mercedes-Benz","GLS 550 Base 4MATIC","2018","74,422 mi.","Gasoline","4.7 Liter Twin Turbo","Automatic","Obsidian Black Metallic","Gray","None reported","No",44798
"Chevrolet","Blazer Premier","2019","55,621 mi.","Gasoline","3.6L V6 24V GDI DOHC","9-Speed Automatic","Silver Ice Metallic","Jet Black","None reported","No",34562
"Mazda","CX-9 Grand Touring","2021","46,707 mi.","Gasoline","2.5L I4 16V GDI DOHC Turbo","6-Speed Automatic","Sonic Silver Metallic","Black","At least 1 accident or damage reported","Yes",32541
"Ford","Expedition Max Limited","2022","26,500 mi.","Gasoline","440.0HP 3.5L V6 Cylinder Engine Gasoline Fuel","A/T","White","Beige","None reported","Yes",65900
"Nissan","Titan XD SV","2020","10,001 mi.","Gasoline","5.6L V8 32V GDI DOHC","9-Speed Automatic","Black","Black","None reported","Yes",47214
"Lexus","LX 570 Three-Row","2019","19,050 mi.","Gasoline","383.0HP 5.7L 8 Cylinder Engine Gasoline Fuel","8-Speed A/T","Black","Beige","None reported","Yes",76900
"Chevrolet","Traverse Premier","2020","52,000 mi.","Gasoline","310.0HP 3.6L V6 Cylinder Engine Gasoline Fuel","A/T","White","Black","None reported","Yes",35800
"Mercedes-Benz","Sprinter High Roof","2014","65,000 mi.","Diesel","188.0HP 3.0L V6 Cylinder Engine Diesel Fuel","7-Speed A/T","Black","Black","At least 1 accident or damage reported","Yes",54999
"BMW","X5 3.0i","2004","140,000 mi.","Gasoline","225.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel","Transmission w/Dual Shift Mode","Black","Beige","None reported","Yes",6730
"Ford","Fusion SE","2018","75,600 mi.","Gasoline","181.0HP 1.5L 4 Cylinder Engine Gasoline Fuel","A/T","Blue","Black","At least 1 accident or damage reported","Yes",14950
"Lincoln","MKZ Base","2015","117,292 mi.","Gasoline","240.0HP 2.0L 4 Cylinder Engine Gasoline Fuel","A/T","Beige","Beige","None reported","Yes",12000
"Ford","GT","2005","1,897 mi.","Gasoline","5.4 Liter SC DOHC","Manual","White","–","None reported","No",429998
"Genesis","G90 5.0 Ultimate","2017","26,000 mi.","Gasoline","420.0HP 5.0L 8 Cylinder Engine Gasoline Fuel","Transmission w/Dual Shift Mode","White","Beige","None reported","Yes",33600
"Lexus","LC 500 Base","2022","2,071 mi.","Gasoline","5.0L V8 32V PDI DOHC","Automatic","Nightfall Mica","Caramel","None reported","No",99950
"Ford","Shelby GT500 Base","2014","15,629 mi.","Gasoline","5.8L V8 32V MPFI DOHC Supercharged","6-Speed Manual","Black","Black","None reported","No",61900
"Saturn","Sky Base","2008","15,020 mi.","Gasoline","173.0HP 2.4L 4 Cylinder Engine Gasoline Fuel","A/T","Silver","Red","None reported","Yes",18500
"Audi","RS Q8 4.0T quattro","2022","11,322 mi.","Gasoline","4.0L V8 32V GDI DOHC Twin Turbo","8-Speed Automatic","Daytona Gray Pearl Effect","Black / Express Red","None reported","No",119900
"Toyota","Land Cruiser","2016","50,361 mi.","Gasoline","5.7 Liter","Automatic","Silver","Black","None reported","No",65998
"Mercedes-Benz","SL-Class SL 550","2013","115,000 mi.","Gasoline","429.0HP 4.6L 8 Cylinder Engine Gasoline Fuel","Transmission w/Dual Shift Mode","Black","Black","At least 1 accident or damage reported","Yes",36000
"Porsche","911 Carrera C2S","2005","28,500 mi.","Gasoline","355.0HP 3.8L Flat 6 Cylinder Engine Gasoline Fuel","6-Speed M/T","Silver","Black","None reported","Yes",63500
"Mercedes-Benz","AMG GLA 45 Base 4MATIC","2018","51,700 mi.","Gasoline","375.0HP 2.0L 4 Cylinder Engine Gasoline Fuel","Transmission w/Dual Shift Mode","White","Black","None reported","Yes",32000
"Ford","Taurus X Limited","2008","148,949 mi.","Gasoline","263.0HP 3.5L V6 Cylinder Engine Gasoline Fuel","A/T","Blue","Beige","None reported","Yes",3900
"BMW","440 Gran Coupe i","2018","39,300 mi.","Gasoline","320.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel","8-Speed A/T","White","Beige","At least 1 accident or damage reported","Yes",31750
"Honda","S2000 CR","2008","82,323 mi.","Gasoline","237.0HP 2.2L 4 Cylinder Engine Gasoline Fuel","6-Speed M/T","Black","Black","None reported","Yes",28500
"Acura","Integra w/A-Spec Tech Package","2023","3,574 mi.","Gasoline","1.5 Liter Turbo","Variable","Apex Blue","Orchid","None reported","No",34998
"Ford","Excursion Limited","2001","109,357 mi.","Gasoline","310.0HP 6.8L 10 Cylinder Engine Gasoline Fuel","A/T","Green","Beige","None reported","Yes",12749
"Mercedes-Benz","SL-Class SL500 Roadster","2004","46,000 mi.","Gasoline","302.0HP 5.0L 8 Cylinder Engine Gasoline Fuel","A/T","White","Gray","None reported","Yes",18853
"Mercedes-Benz","CLS-Class CLS 550","2007","123,112 mi.","Gasoline","382.0HP 5.5L 8 Cylinder Engine Gasoline Fuel","A/T","Silver","Black","At least 1 accident or damage reported","Yes",104999
"INFINITI","G35 Sport","2007","37,100 mi.","Gasoline","306.0HP 3.5L V6 Cylinder Engine Gasoline Fuel","6-Speed M/T","Gray","Black","None reported","Yes",16900
"Volkswagen","Golf GTI 2.0T S 4-Door","2016","89,000 mi.","Gasoline","210.0HP 2.0L 4 Cylinder Engine Gasoline Fuel","6-Speed M/T","Silver","Black","None reported","Yes",14500
"Dodge","Challenger R/T Scat Pack","2022","1,240 mi.","Gasoline","6.4L V8 16V MPFI OHV","8-Speed Automatic","Go Mango!","Black","None reported","No",53900
"Lincoln","Navigator L Reserve","2019","67,073 mi.","Gasoline","450.0HP 3.5L V6 Cylinder Engine Gasoline Fuel","10-Speed A/T","Black","Black","At least 1 accident or damage reported","Yes",47999
"Maserati","Ghibli S Q4","2015","28,700 mi.","Gasoline","404.0HP 3.0L V6 Cylinder Engine Gasoline Fuel","8-Speed A/T","White","Red","None reported","No",24900
"Tesla","Model X Base","2023","8,200 mi.","Other","670.0HP Electric Motor Electric Fuel System","A/T","Black","Black","None reported","Yes",93999
"Mercedes-Benz","AMG G 63 Base","2018","41,000 mi.","Gasoline","563.0HP 5.5L 8 Cylinder Engine Gasoline Fuel","Transmission w/Dual Shift Mode","Gray","Black","None reported","Yes",108900
"Ford","Expedition Limited","2018","98,995 mi.","Gasoline","3.5 Liter GTDI","Automatic","Ingot Silver Metallic","Ebony","None reported","No",34998
"Volkswagen","Routan SE","2012","123,815 mi.","Gasoline","283.0HP 3.6L V6 Cylinder Engine Gasoline Fuel","6-Speed A/T","Black","Gray","None reported","Yes",5000
"Bugatti","Veyron 16.4 Grand Sport","2011","6,330 mi.","Gasoline","8.0L W16 64V GDI DOHC Twin Turbo","7-Speed Automatic with Auto-Shift","White","White","None reported","Yes",1950995
"Toyota","Highlander XLE","2020","61,341 mi.","Gasoline","3.5L V6 24V PDI DOHC","8-Speed Automatic","Midnight Black Metallic","Black","At least 1 accident or damage reported","No",34084
"Honda","Civic LX","2016","96,473 mi.","Gasoline","2.0L I4 16V MPFI DOHC","Automatic CVT","Black","Black","None reported","No",15599
"Jeep","Wrangler Unlimited Sahara","2017","66,107 mi.","Gasoline","3.6L V6 24V MPFI DOHC","5-Speed Automatic","Black Clearcoat","Black","None reported","No",31331
"Land","Rover Range Rover Supercharged","2008","114,287 mi.","Gasoline","400.0HP 4.2L 8 Cylinder Engine Gasoline Fuel","6-Speed A/T","Black","Black","None reported","Yes",9900
"Acura","ILX 2.0L w/Premium Package","2015","75,000 mi.","Gasoline","150.0HP 2.0L 4 Cylinder Engine Gasoline Fuel","5-Speed A/T","Gold","Beige","None reported","Yes",14500
"BMW","M6 Base","2016","45,800 mi.","Gasoline","560.0HP 4.4L 8 Cylinder Engine Gasoline Fuel","7-Speed A/T","Gold","Black","None reported","No",36800
"Polestar","2 Launch Edition","2021","12,172 mi.","Other","Electric","1-Speed Automatic","Thunder Gray","Charcoal","None reported","No",35999
"BMW","X6 sDrive35i","2016","70,582 mi.","Gasoline","300.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel","8-Speed A/T","Black","White","At least 1 accident or damage reported","Yes",35000
"Porsche","Cayman S","2014","33,088 mi.","Gasoline","325.0HP 3.4L Flat 6 Cylinder Engine Gasoline Fuel","7-Speed A/T","Black","Black","None reported","Yes",49750
"Lincoln","Corsair Grand Touring","2021","1,850 mi.","Plug-In Hybrid","266.0HP 2.5L 4 Cylinder Engine Plug-In Electric/Gas","CVT Transmission","Silver","Beige","None reported","Yes",49000
"Cadillac","DTS Luxury II","2008","94,155 mi.","Gasoline","275.0HP 4.6L 8 Cylinder Engine Gasoline Fuel","4-Speed A/T","White","Beige","None reported","Yes",10500
"Cadillac","ATS 3.6L Luxury","2016","25,000 mi.","Gasoline","335.0HP 3.6L V6 Cylinder Engine Gasoline Fuel","8-Speed A/T","Red","Beige","None reported","Yes",17999
"GMC","Sierra 1500 SLT","2016","99,500 mi.","Gasoline","355.0HP 5.3L 8 Cylinder Engine Gasoline Fuel","8-Speed A/T","Gray","Black","None reported","Yes",27995
"INFINITI","G37 x","2009","158,564 mi.","Gasoline","328.0HP 3.7L V6 Cylinder Engine Gasoline Fuel","A/T","Blue","Beige","None reported","Yes",8750
"Ford","Transit-350 XLT","2023","20,000 mi.","Gasoline","310.0HP 3.5L V6 Cylinder Engine Gasoline Fuel","10-Speed A/T","Black","Black","None reported","Yes",78499
"Cadillac","XTS Luxury","2018","46,711 mi.","Gasoline","304.0HP 3.6L V6 Cylinder Engine Gasoline Fuel","6-Speed A/T","Silver","Black","At least 1 accident or damage reported","Yes",20850
"Nissan","NV Passenger NV3500 HD SL V8","2017","46,496 mi.","Gasoline","375.0HP 5.6L 8 Cylinder Engine Gasoline Fuel","A/T","Black","Gray","None reported","Yes",41000
"Mercedes-Benz","GLS 450 Base 4MATIC","2019","19,800 mi.","Gasoline","362.0HP 3.0L V6 Cylinder Engine Gasoline Fuel","9-Speed A/T","Silver","Black","None reported","Yes",53800
"Toyota","Land Cruiser Base","2008","175,000 mi.","Gasoline","381.0HP 5.7L 8 Cylinder Engine Gasoline Fuel","6-Speed A/T","Black","Beige","At least 1 accident or damage reported","Yes",37900
"Toyota","Land Cruiser Base","2016","61,500 mi.","Gasoline","381.0HP 5.7L 8 Cylinder Engine Gasoline Fuel","8-Speed A/T","White","Black","None reported","Yes",63500
"RAM","ProMaster 2500 Window Van High Roof","2016","49,750 mi.","Gasoline","280.0HP 3.6L V6 Cylinder Engine Gasoline Fuel","6-Speed A/T","Black","Gray","None reported","Yes",65000
"Lamborghini","Gallardo Base","2007","38,800 mi.","Gasoline","493.0HP 5.0L 10 Cylinder Engine Gasoline Fuel","Transmission w/Dual Shift Mode","Orange","Orange","None reported","Yes",1e+05
"Lincoln","MKZ Base","2011","83,765 mi.","Gasoline","263.0HP 3.5L V6 Cylinder Engine Gasoline Fuel","A/T","Black","Black","None reported","Yes",8995
"Mercedes-Benz","EQS 450 4MATIC","2023","7,388 mi.","Other","355.0HP Electric Motor Electric Fuel System","1-Speed A/T","Gray","Beige","None reported","Yes",105500
"Lamborghini","Huracan Tecnica Coupe","2023","278 mi.","Gasoline","5.2L V-10 gasoline direct injection, DOHC, variable valve contro","Automatic","Bianco Monocerus","Nero Ade","None reported","No",359991
"Alfa","Romeo Giulia Quadrifoglio","2022","1,966 mi.","Gasoline","2.9L V6 24V GDI DOHC Twin Turbo","8-Speed Automatic","Verde","Black","None reported","No",75900
"Chevrolet","Trailblazer LT","2021","50,648 mi.","Gasoline","1.2L I3 12V GDI DOHC Turbo","Automatic CVT","Pacific Blue Metallic","Jet Black","None reported","No",23995
"Toyota","Land Cruiser Base","1993","231,500 mi.","–","–","A/T","White","Gray","None reported","Yes",29500
"Lamborghini","Urus Base","2021","13,692 mi.","Gasoline","641.0HP 4.0L 8 Cylinder Engine Gasoline Fuel","8-Speed A/T","Black","Red","None reported","Yes",257000
"INFINITI","G37 x","2013","60,058 mi.","Gasoline","328.0HP 3.7L V6 Cylinder Engine Gasoline Fuel","A/T","White","Beige","At least 1 accident or damage reported","Yes",15000
"Maserati","Levante S","2017","54,423 mi.","Gasoline","424.0HP 3.0L V6 Cylinder Engine Gasoline Fuel","8-Speed A/T","Black","Black","None reported","Yes",33950
"Toyota","Highlander Limited","2022","24,001 mi.","Gasoline","3.5L V6 24V PDI DOHC","8-Speed Automatic","Wind Chill Pearl","Graphite","None reported","No",47498
"Nissan","Armada SL","2022","14,735 mi.","Gasoline","5.6 Liter","Automatic","White","Black","None reported","No",50998
"Audi","Q5 Premium","2023","2,425 mi.","Hybrid","2.0 Liter TFSI","Automatic","Mythos Black","–","None reported","No",42998
"Ford","Shelby GT500 Base","2022","2,050 mi.","Gasoline","760.0HP 5.2L 8 Cylinder Engine Gasoline Fuel","Transmission w/Dual Shift Mode","Gray","Black","None reported","Yes",94999
"Lincoln","Navigator L Reserve","2019","64,855 mi.","Gasoline","450.0HP 3.5L V6 Cylinder Engine Gasoline Fuel","10-Speed A/T","Silver","Beige","None reported","Yes",46995
"Mercedes-Benz","EQS 450+ Base","2022","16,238 mi.","Other","329.0HP Electric Motor Electric Fuel System","1-Speed A/T","White","Beige","None reported","Yes",62479
"RAM","1500 Laramie","2022","18,051 mi.","Gasoline","5.7L V8 16V MPFI OHV","Automatic","Patriot Blue Pearlcoat","Black","None reported","Yes",47995
"Lincoln","Town Car Base","2004","36,524 mi.","Gasoline","239.0HP 4.6L 8 Cylinder Engine Gasoline Fuel","4-Speed A/T","Black","Black","None reported","Yes",14900
